2021-12-05 14:45:53,566 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Using Server GC:True
2021-12-06 03:40:30,067 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=MySql.Data, Version=8.0.27.0, Culture=, PublicKey token=C5-68-7F-C8-89-69-C4-4D, Path=
2021-12-06 03:40:30,067 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=System.Data, Version=4.0.0.0, Culture=, PublicKey token=B7-7A-5C-56-19-34-E0-89, Path=
2021-12-06 03:40:30,067 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=PhotonHivePlugin, Version=1.1.0.24499, Culture=, PublicKey token=, Path=
2021-12-06 03:40:30,068 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=Newtonsoft.Json, Version=13.0.0.0, Culture=, PublicKey token=30-AD-4F-E6-B2-A6-AE-ED, Path=
2021-12-06 03:40:30,068 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin Type MyFirstPlugin.MyPluginFactory from assembly MyFirstPlugin, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null was successfuly created
2021-12-06 03:40:30,069 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin manager (version=1.1.0.24499) is setup. type=MyFirstPlugin.MyPluginFactory;path=C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll;version=1.1.0.24499
2021-12-06 03:40:30,804 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator initialized with an expiration of 01:00:00
2021-12-06 03:40:30,815 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Bandwidth counters are not valid
2021-12-06 03:40:30,817 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2021-12-06 03:40:30,817 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2021-12-06 03:40:30,818 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2021-12-06 03:40:30,818 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2021-12-06 03:40:30,818 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2021-12-06 03:40:30,819 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2021-12-06 03:40:30,819 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2021-12-06 03:40:30,819 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2021-12-06 03:40:30,820 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2021-12-06 03:40:30,820 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2021-12-06 03:40:30,834 [1] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Initialized FeedbackControlSystem with 1 controllers from config file.
2021-12-06 03:40:30,842 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\jiaaa\Desktop\Photon\deploy\ServerState.txt
2021-12-06 03:40:30,844 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2021-12-06 03:40:30,845 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2021-12-06 03:40:30,846 [1] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - ConnectionId=bac94523-a791-40a5-812c-2b6854d0a22d
2021-12-06 03:40:30,849 [1] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: MasterServer endpoint for address 127.0.0.1 updated to 127.0.0.1:4520
2021-12-06 03:40:30,862 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: Parameters to register on master: address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, ServerID 0d3c5f2c-d566-4bc9-94e6-ca51f44cf98d, Hostname localhost, IPv6Address , WebRTC 7072
2021-12-06 03:40:30,874 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: Connecting to master at 127.0.0.1:4520, serverId=0d3c5f2c-d566-4bc9-94e6-ca51f44cf98d
2021-12-06 03:40:30,876 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\Users\jiaaa\Desktop\Photon\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2021-12-06 03:40:30,876 [1] INFO  Photon.SocketServer.ApplicationBase - Using Server GC:True
2021-12-06 03:40:30,877 [1] INFO  Photon.SocketServer.ApplicationBase - Using GC LatencyMode:Interactive
2021-12-06 03:40:31,976 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Level1 with input 15
2021-12-06 03:40:31,977 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Level1
2021-12-06 03:40:32,982 [22] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Level1 to Level2 with input 24
2021-12-06 03:40:32,983 [22] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Level1, new=Level2
2021-12-06 03:40:34,292 [21] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: connection established: address:127.0.0.1, ConnectionId:bac94523-a791-40a5-812c-2b6854d0a22d
2021-12-06 03:40:34,292 [21] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2021-12-06 03:40:34,297 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=0d3c5f2c-d566-4bc9-94e6-ca51f44cf98d
2021-12-06 03:40:34,298 [21] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: connection registered on master: address:127.0.0.1
2021-12-06 03:40:34,300 [21] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnection - Update Expected Games Count event sent. endpoint:127.0.0.1:4520, connectionId:bac94523-a791-40a5-812c-2b6854d0a22d
2021-12-06 03:40:34,935 [24] DEBUG Photon.LoadBalancing.GameServer.GameApplication - CreatePeer for LoadBalancing
2021-12-06 03:40:34,936 [24] DEBUG Photon.LoadBalancing.GameServer.GameApplication - incoming game peer at 127.0.0.1:5056 from 127.0.0.1:63464
2021-12-06 03:40:34,943 [24] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker scheduled. authTimeout:20000 p:GameClientPeer: PID: 1, IsConnected: False, IsDisposed: False, Last Activity: Operation 0 at UTC 0001-01-01T00:00:00, in Room '', IP 127.0.0.1:63464, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 03:40:34,945 [24] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Performance counters successfully initialized: instanceName=_Total
2021-12-06 03:40:35,054 [24] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Performance counters successfully initialized: instanceName=LoadBalancing_rpc
2021-12-06 03:40:35,279 [21] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - OnOperationRequest: conId=1, opCode=230
2021-12-06 03:40:35,285 [21] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker stopped. authTimeout:20000 p:GameClientPeer: PID: 1, IsConnected: True, IsDisposed: False, Last Activity: Operation 230 at UTC 2021-12-05T19:40:35, in Room '', IP 127.0.0.1:63464, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 03:40:35,300 [21] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Token Validation: checking token with GS: localhost and GameId:971034e2-5066-413b-a864-efa84d1bed4e
2021-12-06 03:40:35,379 [22] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - OnOperationRequest: conId=1, opCode=227
2021-12-06 03:40:35,380 [22] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=227
2021-12-06 03:40:35,402 [22] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Performance counters successfully initialized: instanceName=LoadBalancing_game
2021-12-06 03:40:35,533 [22] DEBUG Photon.Hive.Caching.RoomCacheBase - Created room instance reference: roomName=971034e2-5066-413b-a864-efa84d1bed4e, referenceCount=1
2021-12-06 03:40:35,957 [19] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Sending event to master. EventCode=2, ConnectionId=bac94523-a791-40a5-812c-2b6854d0a22d
2021-12-06 03:40:36,042 [22] INFO  Photon.Hive.Plugin.PluginManager - Plugin successfully created:Type:MyFirstPlugin.MyPluginFactory, path:C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll
2021-12-06 03:40:36,060 [22] INFO  Plugin.MyFirstPlugin - OnCreateGame 971034e2-5066-413b-a864-efa84d1bed4e by user 76bb973d-c7b0-4b11-b757-603a4d19e6da
2021-12-06 03:40:36,061 [22] DEBUG Photon.Hive.Plugin.CreateGameCallInfo - Continue.
2021-12-06 03:40:36,063 [22] DEBUG Photon.Hive.HiveGame - Processing Join from IP: 127.0.0.1 to port: 5056
2021-12-06 03:40:36,075 [22] DEBUG Photon.Hive.Collections.ActorsManager - Actor added: 1 76bb973d-c7b0-4b11-b757-603a4d19e6da to game: 971034e2-5066-413b-a864-efa84d1bed4e -- peer:GameClientPeer: PID: 1, IsConnected: True, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T19:40:35, in Room '971034e2-5066-413b-a864-efa84d1bed4e', IP 127.0.0.1:63464, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 4 
2021-12-06 03:40:36,076 [22] DEBUG Photon.Hive.HiveGame - JoinApplyGameStateChanges: Actor 1 is added. MasterClientId is 1
2021-12-06 03:40:36,080 [22] DEBUG Photon.Hive.HiveGame - Created Game - name=971034e2-5066-413b-a864-efa84d1bed4e, lobbyName=, lobbyType=Default, maxPlayers=4, IsOpen=True, IsVisible=True, EmptyRoomLiveTime=0, PlayerTTL=0, CheckUserOnJoin=True, PublishUserId=False, ExpectedUsers=
2021-12-06 03:40:36,108 [22] DEBUG Photon.LoadBalancing.GameServer.Game - UpdateGameStateOnMasterOnCreate: game - '971034e2-5066-413b-a864-efa84d1bed4e'
2021-12-06 03:40:36,111 [22] DEBUG Photon.LoadBalancing.GameServer.GameUpdatesBatcher - Message was sent directly
2021-12-06 03:40:36,115 [22] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Sending event to master. EventCode=3, ConnectionId=bac94523-a791-40a5-812c-2b6854d0a22d
2021-12-06 03:40:36,138 [24] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - OnOperationRequest: conId=1, opCode=252
2021-12-06 03:40:36,138 [24] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=252
2021-12-06 03:40:36,144 [24] DEBUG Photon.Hive.Plugin.BeforeSetPropertiesCallInfo - Continue.
2021-12-06 03:40:36,150 [24] DEBUG Photon.Hive.Plugin.SetPropertiesCallInfo - Continue.
2021-12-06 03:40:37,186 [24] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:40:37,191 [25] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:40:37,198 [25] DEBUG Photon.Hive.Plugin.PluginManager - Assembly requests assembly. name1:MyFirstPlugin, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null, name2:Newtonsoft.Json, Version=13.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed, path1:C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll, path2:C:\Users\jiaaa\Desktop\Photon\deploy\Plugins\MyFirstPlugin\bin\Newtonsoft.Json.dll
2021-12-06 03:40:37,198 [25] DEBUG Photon.Hive.Plugin.PluginManager - Loading assembly 'Newtonsoft.Json, Version=13.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed' from path 'C:\Users\jiaaa\Desktop\Photon\deploy\Plugins\MyFirstPlugin\bin\Newtonsoft.Json.dll'
2021-12-06 03:40:37,202 [25] DEBUG Photon.Hive.Plugin.PluginManager - Assembly 'Newtonsoft.Json, Version=13.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed' are loaded successfully from 'C:\Users\jiaaa\Desktop\Photon\deploy\Plugins\MyFirstPlugin\bin\Newtonsoft.Json.dll'
2021-12-06 03:40:37,204 [25] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:40:37,209 [25] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:40:40,534 [25] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:40:40,535 [19] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:40:40,535 [19] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:40:40,536 [19] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:40:42,186 [24] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:40:42,188 [24] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:40:42,189 [24] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:40:42,189 [24] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:40:44,525 [20] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:40:44,525 [19] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:40:44,526 [19] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:40:44,527 [19] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:40:44,960 [25] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:40:44,961 [25] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:40:44,962 [25] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:40:44,962 [25] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:40:45,215 [19] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:40:45,215 [21] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:40:45,216 [21] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:40:45,216 [21] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:40:46,163 [24] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Level2 to Level3 with input 31
2021-12-06 03:40:46,164 [24] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Level2, new=Level3
2021-12-06 03:41:31,793 [18] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:41:31,794 [22] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:41:31,795 [22] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:41:31,796 [22] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:41:32,360 [23] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:41:32,361 [23] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:41:32,362 [23] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:41:32,362 [23] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:41:32,643 [18] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:41:32,644 [19] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:41:32,645 [19] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:41:32,646 [19] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:41:36,253 [24] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:41:36,253 [20] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:41:36,254 [20] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:41:36,254 [20] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:41:38,272 [19] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:41:38,273 [25] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:41:38,273 [25] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:41:38,274 [25] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:41:38,554 [21] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:41:38,554 [18] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:41:38,555 [18] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:41:38,555 [18] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:41:39,209 [18] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=253
2021-12-06 03:41:39,209 [20] DEBUG Photon.Hive.HiveHostGame - Broadcasting: Got RaiseEvent from 1/'76bb973d-c7b0-4b11-b757-603a4d19e6da', targetActors=-1, Group=0, ReceiverGroup=0
2021-12-06 03:41:39,210 [20] DEBUG Photon.Hive.Plugin.RaiseEventCallInfo - Continue.
2021-12-06 03:41:39,210 [20] DEBUG Photon.Hive.HiveGame - Broadcasting: Recipients selected basing receiver group: Others
2021-12-06 03:41:55,029 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=0d3c5f2c-d566-4bc9-94e6-ca51f44cf98d
2021-12-06 03:41:55,065 [23] WARN  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - s2s MS connection: connection closed (id=1, reason=0, detail=), serverId=0d3c5f2c-d566-4bc9-94e6-ca51f44cf98d
2021-12-06 03:41:56,044 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2021-12-06 03:41:56,058 [18] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker stopped. authTimeout:20000 p:GameClientPeer: PID: 1, IsConnected: False, IsDisposed: False, Last Activity: Operation 253 at UTC 2021-12-05T19:41:39, in Room '971034e2-5066-413b-a864-efa84d1bed4e', IP 127.0.0.1:63464, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 12 
2021-12-06 03:41:56,059 [18] DEBUG Photon.Hive.HivePeer - OnDisconnect: conId=1, reason=2, reasonDetail=
2021-12-06 03:41:56,061 [18] DEBUG Photon.Hive.HivePeer - RemovePeerFromCurrentRoom: Removing peer from room. p:GameClientPeer: PID: 1, IsConnected: False, IsDisposed: False, Last Activity: Operation 253 at UTC 2021-12-05T19:41:39, in Room '971034e2-5066-413b-a864-efa84d1bed4e', IP 127.0.0.1:63464, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 12 
2021-12-06 03:41:56,063 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=0d3c5f2c-d566-4bc9-94e6-ca51f44cf98d
2021-12-06 03:41:56,063 [22] DEBUG Photon.Hive.HiveGame - ProcessMessage 1
2021-12-06 03:41:56,064 [18] DEBUG Photon.Hive.Caching.RoomCacheBase - Removed room instance reference: roomName=971034e2-5066-413b-a864-efa84d1bed4e, referenceCount=0
2021-12-06 03:41:56,065 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2021-12-06 03:41:56,066 [18] DEBUG Photon.Hive.Caching.RoomCacheBase - Room has no references. Trying to remove it. room:971034e2-5066-413b-a864-efa84d1bed4e
2021-12-06 03:41:56,068 [18] DEBUG Photon.Hive.Caching.RoomCacheBase - Room BeforeRemoveFromCache returned 'false'. Removing stopped. room:971034e2-5066-413b-a864-efa84d1bed4e
2021-12-06 03:41:56,070 [22] DEBUG Photon.Hive.Plugin.LeaveGameCallInfo - Continue.
2021-12-06 03:42:08,391 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Using Server GC:True
2021-12-06 03:42:08,406 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Using GC LatencyMode:Interactive
2021-12-06 03:42:08,406 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=1a5500af-8120-4d81-9662-155ed59d5a7d
2021-12-06 03:42:08,423 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin configured: name=MyFirstPlugin
2021-12-06 03:42:08,426 [1] DEBUG Photon.Hive.Plugin.PluginManager - Plugin path is set to 'C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll'
2021-12-06 03:42:08,435 [1] INFO  Photon.Hive.Plugin.PluginManager - Loaded Assembly Name=MyFirstPlugin, Version=1.0.0.0, Culture=, PublicKey token=, Path=C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll
2021-12-06 03:42:08,435 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=mscorlib, Version=4.0.0.0, Culture=, PublicKey token=B7-7A-5C-56-19-34-E0-89, Path=
2021-12-06 03:42:08,436 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=MySql.Data, Version=8.0.27.0, Culture=, PublicKey token=C5-68-7F-C8-89-69-C4-4D, Path=
2021-12-06 03:42:08,436 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=System.Data, Version=4.0.0.0, Culture=, PublicKey token=B7-7A-5C-56-19-34-E0-89, Path=
2021-12-06 03:42:08,436 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=PhotonHivePlugin, Version=1.1.0.24499, Culture=, PublicKey token=, Path=
2021-12-06 03:42:08,436 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=Newtonsoft.Json, Version=13.0.0.0, Culture=, PublicKey token=30-AD-4F-E6-B2-A6-AE-ED, Path=
2021-12-06 03:42:08,437 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin Type MyFirstPlugin.MyPluginFactory from assembly MyFirstPlugin, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null was successfuly created
2021-12-06 03:42:08,438 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin manager (version=1.1.0.24499) is setup. type=MyFirstPlugin.MyPluginFactory;path=C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll;version=1.1.0.24499
2021-12-06 03:42:09,196 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator initialized with an expiration of 01:00:00
2021-12-06 03:42:09,207 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Bandwidth counters are not valid
2021-12-06 03:42:09,209 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2021-12-06 03:42:09,209 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2021-12-06 03:42:09,209 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2021-12-06 03:42:09,210 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2021-12-06 03:42:09,210 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2021-12-06 03:42:09,210 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2021-12-06 03:42:09,211 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2021-12-06 03:42:09,211 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2021-12-06 03:42:09,211 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2021-12-06 03:42:09,212 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2021-12-06 03:42:09,222 [1] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Initialized FeedbackControlSystem with 1 controllers from config file.
2021-12-06 03:42:09,231 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\jiaaa\Desktop\Photon\deploy\ServerState.txt
2021-12-06 03:42:09,232 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2021-12-06 03:42:09,233 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2021-12-06 03:42:09,234 [1] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - ConnectionId=28c08690-5462-4600-8c70-7f545b57a573
2021-12-06 03:42:09,238 [1] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: MasterServer endpoint for address 127.0.0.1 updated to 127.0.0.1:4520
